,PostTitle,Version,PostDate,GameTitle,GameHeader,GameInfo,FamilyA,FamilyB,FamilyAInfo,FamilyBInfo,FamilyA_,FamilyB_
1957,“Family Feud” 5/6/13,Standard,,"M-U: Summerses (Joey, Allison, Shea, Cathy & Bill) v. Graces",M-U,,Summerses,Graces,,,Summers,Grace
1958,“Family Feud” 5/3/13,Standard,,"M-U: Pittses (Andy, Haley, Susan, Jennifer & John) v. Graces",M-U,,Pittses,Graces,,,Pitts,Grace
1959,“Family Feud” 9/24/12,Standard,,"G1: Consuegras (Andy, Lori, Alex, Charlie & Al) v. Mobleys",G1,,Consuegras,Mobleys,,,Consuegra,Mobley
1960,“Family Feud” 9/24/12,Standard,,"G2: Rollinses (Terry, Sonya, Tammy, Dana & Lewis) v. Kaysers",G2,,Rollinses,Kaysers,,,Rollins,Kayser
1961,“Family Feud” 9/21/12,Standard,,"G1: Vander Meers (Kelly, Lindsay, Jason, Amy & Bob) v. Mobleys",G1,,Vander Meers,Mobleys,,,Vander Meer,Mobley
1962,“Family Feud” 9/21/12,Standard,,"G2: Graysons v. Kaysers (Joan, Stephanie, Amanda, Scott & Rick)",G2,,Graysons,Kaysers,,,Grayson,Kayser
1963,“Family Feud” 9/20/12,Standard,,"G1: Lathrops v. Mobleys (Dana, Richard, Brian, Quintilla & John)",G1,,Lathrops,Mobleys,,,Lathrop,Mobley
1964,“Family Feud” 9/20/12,Standard,,"G2: Graysons (Glenn, Marsha, Shinora, Garrett & Kevin) v. Hallowells",G2,,Graysons,Hallowells,,,Grayson,Hallowell
1965,“Family Feud” 9/19/12,Standard,,"G1: Lathrops (Meg, Alyssa, Sandy, Jeff & Meg #2) v. Satrams (Lincoln, Simone, Pria, Pepe & Hannah)",G1,,Lathrops,Satrams,,,Lathrop,Satram
1966,“Family Feud” 9/19/12,Standard,,"G2: Waldrons v. Hallowells (Patty, Debi, Joy, Cathy & Sandy)",G2,,Waldrons,Hallowells,,,Waldron,Hallowell
1967,“Family Feud” 5/2/13,Standard,,"M-U: Bummers (Mike, Ray, Ray Jr., Christin & Molly) v. Graces",M-U,,Bummers,Graces,,,Bummer,Grace
1968,“Family Feud” 5/1/13,Standard,,"M-U: Mezas v. Graces (Victoria, Beverly, Lucinda, Deborah & Ronald)",M-U,,Mezas,Graces,,,Meza,Grace
1969,“Family Feud” 4/30/13,Standard,,"M-U: Mezas (Monique, Marcus, Archie, Mickey & Mario) v. Freys",M-U,,Mezas,Freys,,,Meza,Frey
1970,“Family Feud” 4/29/13,Standard,,"M-U: Nunnallys (Hoyt, Hoyt III, Joi, Karen & Ellain) v. Freys",M-U,,Nunnallys,Freys,,,Nunnally,Frey
1971,“Family Feud” 4/26/13,Standard,,"M-U: Vachachiras (Jimmy, Jency, Jinson, Minu & Shoma) v. Freys",M-U,,Vachachiras,Freys,,,Vachachira,Frey
1972,“Family Feud” 4/25/13,Standard,,"M-U: Lincolns v. Freys (Jack, Tom, Matt, Mark & Angie)",M-U,,Lincolns,Freys,,,Lincoln,Frey
1973,“Family Feud” 4/24/13,Standard,,"M-U: Lincolns (Jaracz, Angela, Anissa, Dejuan & Ebony) v. Boyds",M-U,,Lincolns,Boyds,,,Lincoln,Boyd
1974,“Family Feud” 4/23/13,Standard,,"M-U: Popes (Sonia, Susie, Karen, Janet & Tresa) v. Boyds (Tammy, Tiffani, Calsie, Big Frank & Rick)",M-U,,Popes,Boyds,,,Pope,Boyd
1975,“Family Feud” 2/20/12 Nightcap,Standard,,"M-U: Tiptons (Jessica, David, Jennifer, Vernancy & Janice) v. Wagners",M-U,,Tiptons,Wagners,,,Tipton,Wagner
1976,“Family Feud” 11/18/11 Nightcap,Standard,,"M-U: Iovannas (Michael, Andy, Jessica, Nancy & Maureen) v. Wagners (Julie, Amanda, Debbie, Ryan & Pam)",M-U,,Iovannas,Wagners,,,Iovanna,Wagner
1977,“Family Feud” 2/27/12,Standard,,"M-U: Chamberses (Craig, Joy, Jasmine, Kirsten & Jay) v. Flammias",M-U,,Chamberses,Flammias,,,Chambers,Flammia
1978,“Family Feud” 2/24/12,Standard,,G1: Dunns v. Flammias,G1,,Dunns,Flammias,,,Dunn,Flammia
1979,“Family Feud” 2/24/12,Standard,,"G2: Belizaires (Natasha, Carmelle, Sophie, John & Andrew) v. Forsythes",G2,,Belizaires,Forsythes,,,Belizair,Forsyth
1980,“Family Feud” 2/23/12,Standard,,"G1: Dunns (Joyce, Tilden, Brian, Leon & Katrina) v. Pittses",G1,,Dunns,Pittses,,,Dunn,Pitts
1981,“Family Feud” 2/23/12,Standard,,"G2: Grayses (Denise, Briana, Quinta, Danielle & Derry) v. Forsythes (Kelsey, Amanda, Magen, Ashley & Erica)",G2,,Grayses,Forsythes,,,Grays,Forsyth
1982,“Family Feud” 2/22/12,Standard,,"M-U: Atoas (Nina, Michelle, Malua, Sonny & James) v. Pittses (Andy, Haley, Susan, Jennifer & John)",M-U,,Atoas,Pittses,,,Atoa,Pitts
1983,“Family Feud” 5/11/12,Standard,,"CG: De Jesuses v. Holloways (Schelle, Justin, Taka, Jenesis & Anita)",CG,,De Jesuses,Holloways,,,De Jesus,Holloway
1984,“Family Feud” 5/10/12,Standard,,"M-U: De Jesuses v. Wrobels (Stephen, Joanne, Toni, Louise & Katherine)",M-U,,De Jesuses,Wrobels,,,De Jesus,Wrobel
1985,“Family Feud” 5/9/12,Standard,,"M-U: De Jesuses v. Costellos (Gil, Karen, Will, Liz & Danielle)",M-U,,De Jesuses,Costellos,,,De Jesus,Costello
1986,“Family Feud” 5/8/12,Standard,,"M-U: De Jesuses v. Sinclairs (Johnny, Jovan, Anthony, Sherri & AJ)",M-U,,De Jesuses,Sinclairs,,,De Jesus,Sinclair
1987,“Family Feud” 5/7/12,Standard,,"M-U: De Jesuses (Rafael III, Rebecca, Nancy, Kathie & Rafael) v. Brewers",M-U,,De Jesuses,Brewers,,,De Jesus,Brewer
1988,“Family Feud” 5/4/12,Standard,,"M-U: Raponis (Nick, Billy, Vinnie, Cody & Kara) v. Brewers",M-U,,Raponis,Brewers,,,Raponi,Brewer
1989,“Family Feud” 1/30/13,Standard,,"G1: Millsapses (Greg, Dwight, Trecia, Tonya & Christine) v. Pawlaks",G1,,Millsapses,Pawlaks,,,Millsaps,Pawlak
1990,“Family Feud” 1/30/13,Standard,,"G2: Traceys v. Lampes (Janelle, Melissa, Bill, Diane & John)",G2,,Traceys,Lampes,,,Tracey,Lampe
1991,“Family Feud” 1/29/13,Standard,,"G1: Snipes (Deyotta, Rich, Dianne, Erica & Aleshia) v. Pawlaks",G1,,Snipes,Pawlaks,,,Snipe,Pawlak
1992,“Family Feud” 1/29/13,Standard,,"G2: Traceys v. Howards (Regina, James, Rodney, Veronda & Sterling)",G2,,Traceys,Howards,,,Tracey,Howard
1993,“Family Feud” 1/28/13,Standard,,"G1:  Johnsons (Becky, Allie, Lucy, Melanie & Hannah) v. Pawlaks (Pat,  Adam, Eric, Nick & Scott- they ALL wore replica jerseys very similar  to ones worn by the NY Rangers)",G1,,Johnsons,Pawlaks,,,Johnson,Pawlak
1994,“Family Feud” 1/28/13,Standard,,"G2: Traceys (Paul, Jim, Kathi, Maureen & Kristin) v. Johnsons (Rico, Abel, Tory, Donisha & Jerome)",G2,,Traceys,Johnsons,,,Tracey,Johnson
1995,“Family Feud” 2/11/13 Nightcap,Standard,,"M-U: Troutmans (Kimberly, Tiffany, Tamara, Derrick & Travis) v. Trans",M-U,,Troutmans,Trans,,,Troutman,Tran
1996,“Family Feud” 9/11/12,Standard,,"CG:  Mayfields (Drew, Charles, Reggie, Willie & Gerald) v. Flammias  (Rocco, Dino, Corie, Mandie & Sherie- they were the ones going for  the automobile)",CG,,Mayfields,Flammias,,,Mayfield,Flammia
1997,“Family Feud” 9/11/12,Standard,,"G2: Thomases (Karen, Dayrl, Alisha, Marcus & Miles) v. Hartmans (Ron, Rhonda, Brittney, Cheryl & Greg)",G2,,Thomases,Hartmans,,,Thomas,Hartman
1998,“Family Feud” 2/8/13 Nightcap,Standard,,"M-U: Sullivans (Jim, Randy, Brandon, Annika & Cheryl) v. Trans (Julie, Charlye, Khanh, Vu & Vi)",M-U,,Sullivans,Trans,,,Sullivan,Tran
1999,“Family Feud” 2/26/13,Standard,,"CG: Malus (Siota, Arona, Tahiamauani, Mena Iese & Jamar) v. Mastrinos",CG,,Malus,Mastrinos,,,Malu,Mastrino
2000,“Family Feud” 2/25/13,Standard,,"M-U: Oldses (Teresa, Joi, Darryl, Demarkus & Natt) v. Mastrinos",M-U,,Oldses,Mastrinos,,,Olds,Mastrino
2001,“Family Feud” 2/22/13 Nightcap,Standard,,"M-U: Southards (Lori, Mary, Mike, Bob & Sandy) v. Mastrinos",M-U,,Southards,Mastrinos,,,Southard,Mastrino
2002,“Family Feud” 2/21/13 Nightcap,Standard,,"M-U: Briscoes (Denise, Tora, Cory, Millie & Betty) v. Mastrinos",M-U,,Briscoes,Mastrinos,,,Briscoe,Mastrino
2003,“Family Feud”- LAST AIRED EP. OF '12,Standard,,"M-U: Sowells v. Mastrinos (Andey, Joe, Tim, Jim & Terre)",M-U,,Sowells,Mastrinos,,,Sowell,Mastrino
2004,“Family Feud”- AIRED ON THANKSGIVING DAY '12,Standard,,"M-U: Sowells (Wanda, Tasha, Renee, Estill & Khris) v. Majors (Becky, Lauren, Noni, Amanda & Mimi)",M-U,,Sowells,Majors,,,Sowell,Major
2005,“Family Feud” 5/3/12,Standard,,"M-U: Finchs v. Brewers (Derrick, Michelle, Kim, Robert & Mel)",M-U,,Finchs,Brewers,,,Finch,Brewer
2006,“Family Feud” 5/2/12,Standard,,"M-U: Finchs (Taffee, Ramsey, Tawni, Heidi & McKenzi) v. Walkers (Mary, Joshua, Amber, Kareem & Joseph)",M-U,,Finchs,Walkers,,,Finch,Walker
2007,“Family Feud” 11/25/11,Standard,,"M-U: Carlbergs (Leana, Deana, Lina, Paul & Denise) v. Fornarios",M-U,,Carlbergs,Fornarios,,,Carlberg,Fornario
2008,“Family Feud” 11/23/11,Standard,,"M-U: Baileys (Keisha, Tajuanna, Dee Dee, Thomas & Carlos) v. Fornarios (Gina, Jana, Carolyn, Michelle & Denise)",M-U,,Baileys,Fornarios,,,Bailey,Fornario
2009,“Family Feud”- WINTER '17 FINALE,Standard,,"G1: Stones v. Chances (Livermore, CA)(Mike, Ryan, Dan, Annette & Tom)",G1,,Stones,Chances,,,Stone,Chance
2010,“Family Feud”- WINTER '17 FINALE,Standard,,"G2: Simmonses (Sanchea, Latonya, Lavette, Ronni & Cheryl) v. DiCosmos (PHX)(Riley, Erinn, Clint, Darcy & Buddy)",G2,,Simmonses,DiCosmos,,,Simmons,DiCosmo
2011,“Family Feud” 2/21/17,Standard,,G1: Stones v. Shaffers,G1,,Stones,Shaffers,,,Stone,Shaffer
2012,“Family Feud” 2/21/17,Standard,,TONIGHT'S CG: Wynters v. Stowerses,TONIGHT'S CG,,Wynters,Stowerses,,,Wynter,Stowers
2013,“Family Feud” 2/20/17,Standard,,"G1: Allens (N.O.)(Kris, Daphne, Linda, Lisa & Natalie) v. Shaffers",G1,,Allens,Shaffers,,,Allen,Shaffer
2014,“Family Feud” 2/20/17,Standard,,"G2: Wynters v. Millers (Newman, GA)(Tim, Kirstin, Ken, Erin & Caroline)",G2,,Wynters,Millers,,,Wynter,Miller
2015,“Family Feud” 2/17/17,Standard,,"LIKELY THE FINAL CG OF THIS PERIOD: Susinis v. Shaffers (Waterloo, IL- all had pom-poms on)(Nancy, Kathy, Bill, Tammy & Mary)",LIKELY THE FINAL CG OF THIS PERIOD,,Susinis,Shaffers,,,Susini,Shaffer
2016,“Family Feud” 2/17/17,Standard,,"G2: Wynters v. Kobeissis (PHI)(Dena, Nada, Mok, Maher & Khodr)",G2,,Wynters,Kobeissis,,,Wynter,Kobeissi
2017,“Family Feud” 2/16/17,Standard,,"G1: Susinis v. Simmonses (DEN)(Sharon, Randell, Denise, Paul & Janeece)",G1,,Susinis,Simmonses,,,Susini,Simmons
2018,“Family Feud” 2/16/17,Standard,,"G2: Wynters (Coral Springs, FL)(Vernicca, Chris, Jonathan, Kevin & Bernice) v. Gargiones",G2,,Wynters,Gargiones,,,Wynter,Gargione
2019,“Family Feud” 2/15/17,Standard,,"G1: Susinis v. Harrises (Columbia, MD)(Yukia, Yuneisia, Rita, Diana & Alan)",G1,,Susinis,Harrises,,,Susini,Harris
2020,“Family Feud” 2/15/17,Standard,,"G2: Dangerfields v. Gargiones (Callaway, NJ)(Joe, Bob, Frank, Steve & Dave)",G2,,Dangerfields,Gargiones,,,Dangerfield,Gargione
2021,“Family Feud” 2/14/17,Standard,,"G1: Susinis v. Stones (Atchison, KS)(Joe, Summer, Mark, Shannon & Benjamin)",G1,,Susinis,Stones,,,Susini,Stone
2022,“Family Feud” 2/14/17,Standard,,"G2: Dangerfields (STL)(Camille, DeQuincy, Tracy, Jamie & Erica) v. Williamses",G2,,Dangerfields,Williamses,,,Dangerfield,Williams
2023,“Family Feud” 2/13/17,Standard,,"G1: Susinis (PHX)(Jared, Cholla, Larry, Jackie & David) v. Guerreros",G1,,Susinis,Guerreros,,,Susini,Guerrero
2024,“Family Feud” 2/13/17,Standard,,"G2: Welchs (MN)(Mike, Tammy, Lindsey, Danielle & Kelsey) v. Williamses (Crawfordville, GA)(Pet, Wayne, Rita, Ginny & Todd)",G2,,Welchs,Williamses,,,Welch,Williams
2025,“Family Feud” 2/10/17,Standard,,"G1: Davisons v. Guerreros (Syracuse, KS)(Roxane, Tamara, Trisha, John & Lance)",G1,,Davisons,Guerreros,,,Davison,Guerrero
2026,“Family Feud” 2/10/17,Standard,,"CG OF THE WK.: Johnsons (OAK)(Frederick, Yolanda, Charron, Dominique & Betty) v. Cannons",CG OF THE WK.,,Johnsons,Cannons,,,Johnson,Cannon
2027,“Family Feud” 2/9/17,Standard,,"G1: Davisons v. Campbells (HOU)(Gary, Jerica, Marques, Jerome & C.C.)",G1,,Davisons,Campbells,,,Davison,Campbell
2028,“Family Feud” 2/9/17,Standard,,"G2: Dallises (Jermaine, Antonio, Cory, Kenneth & Janet) v. Cannons",G2,,Dallises,Cannons,,,Dallis,Cannon
2029,“Family Feud” 2/8/17,Standard,,"G1: Davisons v. Parrishes (Dania Beach, FL)(Tushanna, Brandon, Tekeya, Taura & Leron)",G1,,Davisons,Parrishes,,,Davison,Parrish
2030,“Family Feud” 2/8/17,Standard,,"G2: Singhs (Overland Park)(Meena, Sarita, Arjuna, Jaipal & Asha) v. Cannons",G2,,Singhs,Cannons,,,Singh,Cannon
2031,“Family Feud” 2/7/17,Standard,,"G1: Davisons (DEN)(Sue, Carol, Brandon, Sarah & Cody) v. Bordens",G1,,Davisons,Bordens,,,Davison,Borden
2032,“Family Feud” 2/7/17,Standard,,"G2: Robinetts (HOU)(Ronnie, Brandy, Brittany, Amber & Sedrick) v. Cannons",G2,,Robinetts,Cannons,,,Robinett,Cannon
2033,“Family Feud” 2/6/17,Standard,,"G1: Browns v. Bordens (Hubertus, WI)(Gary, Janet, Chris, Liz & Kim)",G1,,Browns,Bordens,,,Brown,Borden
2034,“Family Feud” 2/6/17,Standard,,"G2: Eldafrawys v. Cannons (S.F.)(Nick, Kevin, Cindy, Larry & Angela)",G2,,Eldafrawys,Cannons,,,Eldafrawy,Cannon
2035,“Family Feud” 2/3/17,Standard,,"G1: Browns v. Sieseners (STL)(Sarah, Eric, Jerry, Beth & Alex)",G1,,Browns,Sieseners,,,Brown,Siesener
2036,“Family Feud” 2/3/17,Standard,,"G2: Eldafrawys v. Kennedys (Mobile)(Thelma, Mary, Sandra, Constance & Ashley)",G2,,Eldafrawys,Kennedys,,,Eldafrawy,Kennedy
2037,“Family Feud” 2/2/17,Standard,,"G1: Browns (Chester, PA)(Tamara, Ralph, Phil, Pop B. & Janet) v. Clapps",G1,,Browns,Clapps,,,Brown,Clapp
2038,“Family Feud” 2/2/17,Standard,,"G2: Eldafrawys (PHI)(Sharaine, Sondus, Ahmed, Basant & Lotfy) v. Baileys",G2,,Eldafrawys,Baileys,,,Eldafrawy,Bailey
2039,“Family Feud” 2/1/17,Standard,,"G1: Fords v. Clapps (El Campo, TX)(Christi, Liz, Walter, Shawn & Sarah)",G1,,Fords,Clapps,,,Ford,Clapp
2040,“Family Feud” 2/1/17,Standard,,G2: Utseys v. Baileys (3rd app.),G2,,Utseys,Baileys,,,Utsey,Bailey
2041,“Family Feud” 1/31/17,Standard,,"G1: Fords (LOU)(Tony, Valeria, Scott, Charles & Wanda) v. Smahas",G1,,Fords,Smahas,,,Ford,Smaha
2042,“Family Feud” 1/31/17,Standard,,"G2: Utseys (K.C., MO)(Delton, Ashley, Schanina, Delischa & Mark) v. Brozs",G2,,Utseys,Brozs,,,Utsey,Broz
2043,“Family Feud” 1/30/17,Standard,,"G1: Taylors (S.F.)(Ryan, Brandon, Julien, Flo & Keith) v. Smahas",G1,,Taylors,Smahas,,,Taylor,Smaha
2044,“Family Feud” 1/30/17,Standard,,"G2: Goedkens (Overland Park, KS)(Joel, Matt, Rachel, Joe & Pat) v. Brozs",G2,,Goedkens,Brozs,,,Goedken,Broz
2045,“Family Feud” 1/27/17,Standard,,"CG OF THE NIGHT: Stapletons v. Smahas (Des Moines)(Jeff, Tyler, Amber, Josh & Ryan)",CG OF THE NIGHT,,Stapletons,Smahas,,,Stapleton,Smaha
2046,“Family Feud” 1/27/17,Standard,,"G2: Melendezes v. Brozs (Frederick, CO)(Jim, Kelly, Michael, Patrick & Alexandra)(VB)",G2,,Melendezes,Brozs,,,Melendez,Broz
2047,“Family Feud” 1/26/17,Standard,,"G1: Stapletons v. Alleynes (MIA)(Shea, Tarrin, Leslye, Marcelle & Eon)",G1,,Stapletons,Alleynes,,,Stapleton,Alleyne
2048,“Family Feud” 1/26/17,Standard,,"G2: Melendezes (Firestone, CO)(Olga, Victor, Leticia, Ish & Marguerita) v. Washingtons",G2,,Melendezes,Washingtons,,,Melendez,Washington
2049,“Family Feud” 1/25/17,Standard,,"G1: Stapletons v. Hogans (Garnetta, Antonio, Dianna, Mariah & Isaiah)",G1,,Stapletons,Hogans,,,Stapleton,Hogan
2050,“Family Feud” 1/25/17,Standard,,"G2: Blevinses v. Washingtons (Jarrod, Brelle, Lauren, Daphaney & Tammye)(OAK)",G2,,Blevinses,Washingtons,,,Blevins,Washington
2051,“Family Feud” 1/24/17,Standard,,G1: Stapletons v. Fountains (2nd app. for both),G1,,Stapletons,Fountains,,,Stapleton,Fountain
2052,“Family Feud” 1/24/17,Standard,,"G2: Blevinses (Knoxville)(Melanie, Tim, Logan, Grant & Madison) v. Palumbos (PHI)(Christina, Michelle, Angela, Art & J.P.)",G2,,Blevinses,Palumbos,,,Blevins,Palumbo
2053,“Family Feud” 1/23/17- CAR GAME DOUBLEHEADER,Standard,,"G1: Stapletons (Kyle, Kenny, Corey, Cody & Chelsey)(Fayetteville, GA) v. Porters ($41,550)",G1,,Stapletons,Porters,,,Stapleton,Porter
2054,“Family Feud” 1/23/17- CAR GAME DOUBLEHEADER,Standard,,"G2: Cosios ($41,240) v. McGhees (MIL)(Mara, Marika, Marshall, Mary & Marvin)",G2,,Cosios,McGhees,,,Cosio,McGhee
2055,“Family Feud” 1/19/17,Standard,,"M-U: Husains (HOU)(Omer, Abyar, Safia, Sana & Yasser) v. Porters ($40,860)",M-U,,Husains,Porters,,,Husain,Porter
2056,“Family Feud” 1/18/17,Standard,,"G1: Grobs (Livermore, CA)(Jessica, Cheryl, Lindsay, Cheryl & Victoria) v. Porters",G1,,Grobs,Porters,,,Grob,Porter
2057,“Family Feud” 1/18/17,Standard,,"G2: Cosios v. Fountains (Angela, Sharon, Reginald, Kevin & Yolanda)",G2,,Cosios,Fountains,,,Cosio,Fountain
2058,“Family Feud” 1/17/17,Standard,,"G1: Williamses (PHI)(Erica, Ryan, Sheree, Andre & Brittney) v. Porters",G1,,Williamses,Porters,,,Williams,Porter
2059,“Family Feud” 1/17/17,Standard,,"G2: Cosios v. Wonguses (PHI)(Tim, Inez, Sherra, Rachel & Dee)",G2,,Cosios,Wonguses,,,Cosio,Wongus
2060,“Family Feud” 1/16/17,Standard,,"G1: Bradleys v. Porters (Love Sr., Jesikah, Lessely, Leona & Jerod)",G1,,Bradleys,Porters,,,Bradley,Porter
2061,“Family Feud” 1/16/17,Standard,,"G2: Cosios v. Andersons (Mitchellville, MD)(Keyona, Tommie, Kanika, Khaliss & Mark)",G2,,Cosios,Andersons,,,Cosio,Anderson
2062,“Family Feud”- FINAL EPS. OF '16,Standard,,"G1: Bradleys (DEN) v. Turners (MIL)(Antoine, Jeanette, Lynette, Annette & Steven)",G1,,Bradleys,Turners,,,Bradley,Turner
2063,“Family Feud”- FINAL EPS. OF '16,Standard,,"G2: Cosios (Ft. Lauderdale)(Mercy, Julie, Jorge, Matt & Kyle) v. Gateses (Castro Valley, CA)",G2,,Cosios,Gateses,,,Cosio,Gates
2064,“Family Feud” 11/22/16,Standard,,"G1: Bradleys (Tommy, Becky, Nathan, Jon & Christine) v. Greens",G1,,Bradleys,Greens,,,Bradley,Green
2065,“Family Feud” 11/22/16,Standard,,"G2: Heltons v. Gateses (Joelle, Jaynne, Launi, Justin & Tiger)",G2,,Heltons,Gateses,,,Helton,Gates
2066,“Family Feud” 11/21/16,Standard,,"G1: Vaughans v. Greens (Johnny, Julius, Jonathan, Joseph & Joshua)",G1,,Vaughans,Greens,,,Vaughan,Green
2067,“Family Feud” 11/21/16,Standard,,"G2: Heltons (Powder Springs, GA)(Jennifer, Jon, Brittani, Casey & Ashley) v. Blacks ($40,705)",G2,,Heltons,Blacks,,,Helton,Black
2068,“Family Feud” 11/18/16,Standard,,"G1: Vaughans (Peachtree City)(Scott, Sabrina, Christy, Destiny & Brandon) v. Federgreens",G1,,Vaughans,Federgreens,,,Vaughan,Federgreen
2069,“Family Feud” 11/18/16,Standard,,"G2: Zamosts (Michael, Mitchell, Brian, Paul & Danny)(CHI) v. Blacks",G2,,Zamosts,Blacks,,,Zamost,Black
2070,“Family Feud” 11/17/16,Standard,,"G1: Millers (Ft. Lauderdale)(Judy, Dave, Emily, Steven & Allison) v. Federgreens",G1,,Millers,Federgreens,,,Miller,Federgreen
2071,“Family Feud” 11/17/16,Standard,,"G2: Bukatys (K.C., KS)(Molly, Nate, Kelly, Leah & Gerry) v. Blacks",G2,,Bukatys,Blacks,,,Bukaty,Black
2072,“Family Feud” 11/16/16,Standard,,"G1: Mitchells (Selma, AL)(Gloria, Geralyn, Brittany, Edna & Jessica) v. Federgreens",G1,,Mitchells,Federgreens,,,Mitchell,Federgreen
2073,“Family Feud” 11/16/16,Standard,,"G2: Rochs v. Blacks (Nesha, Dre, Tre, Carl & Terrell)",G2,,Rochs,Blacks,,,Roch,Black
2074,“Family Feud” 11/15/16,Standard,,"G1:  Greenes (Decatur)(Belinda, Lakira, Bridget, Stanley & Ashlee) v.  Federgreens (Westville, NJ)(Ian, Lauren, Jenna, Jesse & Shep)",G1,,Greenes,Federgreens,,,Greene,Federgreen
2075,“Family Feud” 11/15/16,Standard,,"G2: Rochs v. Wilsons (Omaha)(Roger, Sue, Cody, Rob & Andrea)",G2,,Rochs,Wilsons,,,Roch,Wilson
2076,“Family Feud” 11/14/16,Standard,,"CG #7: Morrows ($22,370) v. Groces",CG #7,,Morrows,Groces,,,Morrow,Groce
2077,“Family Feud” 11/14/16,Standard,,"G2: Rochs (Montgomery, TX)(Jeff, Candy, Stacey, John & Bridgette) v. Minamotos (OAK)(Mabel, Ed, Melyssa, Aleyna & Jino)",G2,,Rochs,Minamotos,,,Roch,Minamoto
2078,“Family Feud” 11/11/16,Standard,,"G1: Morrows v. Hoovers (Lawrenceville)(Lyn, Gregory, Lauren, Greg & Paige)",G1,,Morrows,Hoovers,,,Morrow,Hoover
2079,“Family Feud” 11/11/16,Standard,,"CG #6: Johnsons (PHX)(Marquita, Dame, Ron, Cheniqua & Brayonna) v. Janeses ($22,405)",CG #6,,Johnsons,Janeses,,,Johnson,Janes
2080,“Family Feud” 11/10/16,Standard,,"G1: Morrows v. Pottses (Leslie, Mike, Tom, Twaneesa & Theresa)",G1,,Morrows,Pottses,,,Morrow,Potts
2081,“Family Feud” 11/10/16,Standard,,"G2: Oateses (Florence, AL)(Brad, Damon, Marchia, Jazmine & Ashley) v. Janeses",G2,,Oateses,Janeses,,,Oates,Janes
2082,“Family Feud” 11/9/16,Standard,,"G1: Morrows v. Lees (S.F.)(Stephanie, Bryan, Bryan #2, Michelle & Lisa)",G1,,Morrows,Lees,,,Morrow,Lee
2083,“Family Feud” 11/9/16,Standard,,"G2: McConicos (Parker, KS)(Kim, Leroy, Essie, Jason & Courtney) v. Janeses",G2,,McConicos,Janeses,,,McConico,Janes
2084,“Family Feud” 11/8/16,Standard,,"G1: Morrows (HOU)(Jamison, Jada, Sharonda, Yasmine & Rosa) v. Sherwoods (Gilbert)(Summer, Raine, Nathan, Lacey & Sophie)",G1,,Morrows,Sherwoods,,,Morrow,Sherwood
2085,“Family Feud” 11/8/16,Standard,,"G2: Thomases (MIA)(Delvin, Rozalyn, Alice, La Chanze & Tavaughn) v. Janeses",G2,,Thomases,Janeses,,,Thomas,Janes
2086,“Family Feud” 11/7/16,Standard,,"CG #5: Turners ($41,740) v. Johnsons (K.C., MO)(Brandy, Khrystal, Tre, Robert & Arrion)",CG #5,,Turners,Johnsons,,,Turner,Johnson
2087,“Family Feud” 11/7/16,Standard,,"G2: Stegalls ($21,350) v. Janeses (Kiowa, CO)(Zach, Helen, Aaron, Isaac & Ben)",G2,,Stegalls,Janeses,,,Stegall,Janes
2088,“Family Feud” 11/4/16,Standard,,"G1: Turners ($40,995) v. Archers (Deer Park, TX)(Tommy, Roni, Todd, Max & Brent)",G1,,Turners,Archers,,,Turner,Archer
2089,“Family Feud” 11/4/16,Standard,,CG #4: Stegalls v. Gardners (Douglasville),CG #4,,Stegalls,Gardners,,,Stegall,Gardner
2090,“Family Feud” 11/3/16,Standard,,"G1: Turners v. Batistas (MIA)(Frances, Gio, Wanda, Greg & Geena)",G1,,Turners,Batistas,,,Turner,Batista
2091,“Family Feud” 11/3/16,Standard,,"G2: Stegalls v. Scaffidis (Glassboro, NJ)(Timmer, Cindi, Lexi, Alyse & Tim- Timmer's representing the Navy)",G2,,Stegalls,Scaffidis,,,Stegall,Scaffidi
2092,“Family Feud” 11/2/16,Standard,,"G1: Turners v. Garlingtons (DEN)(Karina, Randy, Tina, Christie & George)",G1,,Turners,Garlingtons,,,Turner,Garlington
2093,“Family Feud” 11/2/16,Standard,,"CG #3: Richardsons v. Schaefers ($41,795)",CG #3,,Richardsons,Schaefers,,,Richardson,Schaefer
2094,“Family Feud” 11/1/16,Standard,,"G1: Turners (CLE, TN)(Melissa, Megan, Denvis, Sue & Kelly) v. Goodes",G1,,Turners,Goodes,,,Turner,Goode
2095,“Family Feud” 11/1/16,Standard,,"G2: Mileses (Windfield, AL)(Don, Doug, Cheryl, Dennis & David) v. Schaefers",G2,,Mileses,Schaefers,,,Miles,Schaefer
2096,“Family Feud” 10/31/16,Standard,,"G1: Fieldses v. Goodes (PHX)(Kelvin, Tracie, Oliver, Amber & Brandon)",G1,,Fieldses,Goodes,,,Fields,Goode
2097,“Family Feud” 10/31/16,Standard,,"G2: Stegalls (Sharpsburg, GA)(Thaddeus, Christian, Ray, Jerica & Jay) v. Schaefers",G2,,Stegalls,Schaefers,,,Stegall,Schaefer
2098,“Family Feud” 10/28/16,Standard,,"G1: Fieldses v. de Clairvilles (S.D.)(Amy, Jennifer, Marc, Melissa & Mary)",G1,,Fieldses,de Clairvilles,,,Fields,de Clairville
