,PostTitle,Version,PostDate,GameTitle,GameHeader,GameInfo,FamilyA,FamilyB,FamilyAInfo,FamilyBInfo,FamilyA_,FamilyB_
321,“Family Feud” 5/19/21,Standard,,"G1: Shannons (Stone Mountain, GA)(Cory, Kayla, Tamika, Michelle & Adrianne) v. Ah Yous",G1,,Shannons,Ah Yous,,,Shannon,Ah You
322,“Family Feud” 5/19/21,Standard,,"G2: Lloyds v. Lehmans (Beckley, WV)(Kyle, Jessi, Kaitlynn, Galen & Dane)",G2,,Lloyds,Lehmans,,,Lloyd,Lehman
323,“Family Feud” 5/18/21,Standard,,G1: Goodmans v. Ah Yous,G1,,Goodmans,Ah Yous,,,Goodman,Ah You
324,“Family Feud” 5/18/21,Standard,,"G2: Lloyds v. Lozanos (Riverside)(Josh, Maria, Rich, Jason & Jodi)",G2,,Lloyds,Lozanos,,,Lloyd,Lozano
325,“Family Feud” 5/17/21,Standard,,"G1: Youngs v. Ah Yous (Laie, HI)(Mariaha, Jaclyn, Kingsley, Julia & Ephraim)",G1,,Youngs,Ah Yous,,,Young,Ah You
326,“Family Feud” 5/17/21,Standard,,"G2: Lloyds (Nahjia, Angela, Derrick, De'Marcus & Tramere) v. Williamses",G2,,Lloyds,Williamses,,,Lloyd,Williams
327,“Family Feud” 5/14/21,Standard,,"G1: Youngs v. Martins (Hoschton, GA)(Matthew, Christy, Ross, Austen & Michelle)",G1,,Youngs,Martins,,,Young,Martin
328,“Family Feud” 5/14/21,Standard,,"G2: Simons (West Orange, NJ)(Dedra, Brett, Monet, Sandy Tate & Jeanine) v. Williamses",G2,,Simons,Williamses,,,Simon,Williams
329,“Family Feud” 5/13/21,Standard,,"G1: Youngs (Hiram, GA)(K.J., April, Kevin, Stephanie & Keith) v. Coffils",G1,,Youngs,Coffils,,,Young,Coffil
330,“Family Feud” 5/13/21,Standard,,"G2: Phillipses v. Williamses (Warrenton, VA)(Sandy, Marilyn, Tyler, Amy & Wayne)",G2,,Phillipses,Williamses,,,Phillips,Williams
331,“Family Feud” 5/12/21,Standard,,G1: Mokiaos v. Coffils,G1,,Mokiaos,Coffils,,,Mokiao,Coffil
332,“Family Feud” 5/12/21,Standard,,"G2: Phillipses (CHI)(Cami, Vivian, Annie, Antonia & Keta) v. Kyles",G2,,Phillipses,Kyles,,,Phillips,Kyle
333,“Family Feud” 4/22/20,Standard,,G1: Qurashis v. Thurmans,G1,,Qurashis,Thurmans,,,Qurashi,Thurman
334,“Family Feud” 4/22/20,Standard,,"G2: Browns (Peoria, AZ)(Todd, Tammy, Makenna, Hayley & Luke) v. Abundises",G2,,Browns,Abundises,,,Brown,Abundis
335,“Family Feud” 5/11/21,Standard,,"G1:  Benkoskis (Madison, GA)(Katelin, Julie, Farmer John, Alissa & Leah)  v. Coffils (Mapleton)(Ashley, Dre, Donna, Tioka & Raymond)",G1,,Benkoskis,Coffils,,,Benkoski,Coffil
336,“Family Feud” 5/11/21,Standard,,"G2: Meekinses (NY)(Stehja, Michelle, Steve, Rahmel & Ty) v. Kyles",G2,,Meekinses,Kyles,,,Meekins,Kyle
337,“Family Feud” 5/10/21- CAR GAME DOUBLEHEADER,Standard,,"G1: Clarks (Sharpsburg, GA)(Carla, Monica, Tabitha, Marc & Brenda) v. Lathams",G1,,Clarks,Lathams,,,Clark,Latham
338,“Family Feud” 5/10/21- CAR GAME DOUBLEHEADER,Standard,,G2: Parlocks v. Burtons,G2,,Parlocks,Burtons,,,Parlock,Burton
339,“Family Feud” 5/7/21,Standard,,"G1: Davidenkos (Meredith, Dan, Sherry, Cam & Kathy) v. Lathams",G1,,Davidenkos,Lathams,,,Davidenko,Latham
340,“Family Feud” 5/7/21,Standard,,"G2: Kamalus (Waianae)(Noe, Jessica, Ka'ohinani, Raquel & Nikki) v. Burtons",G2,,Kamalus,Burtons,,,Kamalu,Burton
341,“Family Feud” 4/16/20,Standard,,"M-U: Montgomerys (Pensacola)(Karen, Darold, Darrian, Chloe & Querita) v. Hendersons",M-U,,Montgomerys,Hendersons,,,Montgomery,Henderson
342,“Family Feud” 5/6/21,Standard,,"G1: Cooks (MEM)(Charles, Christina, Gwen, Allysean & Alex) v. Lathams",G1,,Cooks,Lathams,,,Cook,Latham
343,“Family Feud” 5/6/21,Standard,,"G2: Kyles (Dripping Springs, TX)(Frances Ann, Mary Margaret, David, Bodie & Christi) v. Burtons",G2,,Kyles,Burtons,,,Kyle,Burton
344,“Family Feud” 5/5/21,Standard,,G1: Lawrences v. Lathams,G1,,Lawrences,Lathams,,,Lawrence,Latham
345,“Family Feud” 5/5/21,Standard,,G2: Pierces v. Burtons,G2,,Pierces,Burtons,,,Pierce,Burton
346,“Family Feud” 5/4/21,Standard,,"G1: Carswells v. Lathams (Indian Head, MD)(Dean, Taylor, Donald, Justin & Jimmy)",G1,,Carswells,Lathams,,,Carswell,Latham
347,“Family Feud” 5/4/21,Standard,,"CG: Crovettos v. Parlocks (Huntington, WV)(Jeremiah, Alex, Elizabeth, Daniel & Amos)",CG,,Crovettos,Parlocks,,,Crovetto,Parlock
348,“Family Feud” 5/3/21,Standard,,"CG: Carswells (Quinae, Marques, Gwendolyn, April & Quincy) v. Brewers",CG,,Carswells,Brewers,,,Carswell,Brewer
349,“Family Feud” 5/3/21,Standard,,"G2: Crovettos v. Pierces (New Orleans)(Kiana, Arlinda, Monique, Neal & Loyce)",G2,,Crovettos,Pierces,,,Crovetto,Pierce
350,“Family Feud” 4/30/21,Standard,,"G1: Jagrups (Queens)(Liz, Daniel, Alicia, Ryan & Steven) v. Brewers",G1,,Jagrups,Brewers,,,Jagrup,Brewer
351,“Family Feud” 4/30/21,Standard,,"G2: Crovettos v. Burtons (Washington, D.C.)(Star, Tarita, Pat, Justin & Nae)",G2,,Crovettos,Burtons,,,Crovetto,Burton
352,“Family Feud” 4/29/21,Standard,,"G1: Robertses (New Orleans)(Regina, Derriyell, Reggie, Cormick & Denzel) v. Brewers",G1,,Robertses,Brewers,,,Roberts,Brewer
353,“Family Feud” 4/29/21,Standard,,G2: Crovettos v. Lewises,G2,,Crovettos,Lewises,,,Crovetto,Lewis
354,“Family Feud” 4/28/21,Standard,,G1: Joneses v. Brewers,G1,,Joneses,Brewers,,,Jones,Brewer
355,“Family Feud” 4/28/21,Standard,,"G2: Basmas v. Lewises (Latoia, Carlos, Mickey, Ray Jr. & Ray)",G2,,Basmas,Lewises,,,Basma,Lewis
356,“Family Feud” 4/27/21,Standard,,"G1: Joneses v. Lawrences (Charleston, SC)(Diane, Bonnie, Jennifer, Rachel & Keith)",G1,,Joneses,Lawrences,,,Jones,Lawrence
357,“Family Feud” 4/27/21,Standard,,"G2: Basmas (Newnan, GA)(Naji, Elaine, Chad, Louana & Dave) v. Thomases",G2,,Basmas,Thomases,,,Basma,Thomas
358,“Family Feud” 4/26/21,Standard,,"CG: Starks v. Searses (Harrington, DE)(Dane, Katie, Karen, Cori & Devin)",CG,,Starks,Searses,,,Stark,Sears
359,“Family Feud” 4/26/21,Standard,,G2: Joneses v. Thomases,G2,,Joneses,Thomases,,,Jones,Thomas
360,“Family Feud” 4/23/21,Standard,,M-U: Starks v. Hawkinses,M-U,,Starks,Hawkinses,,,Stark,Hawkins
361,“Family Feud” 4/22/21,Standard,,"M-U: Starks v. Siroises (POR, OR)(Tammy, Brandon, Courtney, Alex & Savannah)",M-U,,Starks,Siroises,,,Stark,Sirois
362,“Family Feud” 4/21/21,Standard,,"M-U: Starks v. Joneses (CHI)(Tene, Sukari, Lisa, Shanta & Erika)",M-U,,Starks,Joneses,,,Stark,Jones
363,“Family Feud” 4/20/21,Standard,,"M-U: Starks (Curt, Dana, Mary Beth, Ben & Carly) v. Hawkinses (Baldwin, NY)(Dominic, Olivia, Sheila, Nick & Theresa)",M-U,,Starks,Hawkinses,,,Stark,Hawkins
364,“Family Feud” 4/19/21,Standard,,M-U: Cullinses v. Mokiaos,M-U,,Cullinses,Mokiaos,,,Cullins,Mokiao
365,“Family Feud” 3/3,Standard,,"G1: Cullinses (Blytheville, AR)(Ed, Ramona, Mary, Michael & Jeanna) v. Waldises",G1,,Cullinses,Waldises,,,Cullins,Waldis
366,“Family Feud” 3/3,Standard,,"G2: Joneses (Wilmington)(Rhondale, Dorian, Barbara, J.L. & Maurice) v. Paganos",G2,,Joneses,Paganos,,,Jones,Pagano
367,“Family Feud” 3/2,Standard,,"G1: Montases v. Waldises (Peachtree Corners)(Leigh, Rich, Zach, Kate & Livi)",G1,,Montases,Waldises,,,Montas,Waldis
368,“Family Feud” 3/2,Standard,,"CG: Trusts v. Paganos (Kennesaw)(Rosalind, Natalie, Victoria, Marjorie & John)",CG,,Trusts,Paganos,,,Trust,Pagano
369,“Family Feud” 3/1,Standard,,"G1: Montases v. Mokiaos (Ualapue, HI)(U'i, Malanai, Natasha, Shanna & Honey)",G1,,Montases,Mokiaos,,,Montas,Mokiao
370,“Family Feud” 3/1,Standard,,CG: Trusts v. Browns,CG,,Trusts,Browns,,,Trust,Brown
371,“Family Feud” 2/25/21,Standard,,"G1: Montases (POR, OR)(Julie, Aquiles, Jessica, Marcos & Bianca) v. Denards",G1,,Montases,Denards,,,Montas,Denard
372,“Family Feud” 2/25/21,Standard,,G2: Thorntons v. Browns,G2,,Thorntons,Browns,,,Thornton,Brown
373,“Family Feud” 2/24/21,Standard,,"G1: Brewers (Marengo, IN)(Jerry, Trent, Samantha, Casey & Katie) v. Denards",G1,,Brewers,Denards,,,Brewer,Denard
374,“Family Feud” 2/24/21,Standard,,"G2: Baldwins (Waldport, OR)(Evelyn, Brian, Patti, Patty & Darlene) v. Browns",G2,,Baldwins,Browns,,,Baldwin,Brown
375,“Family Feud” 2/23/21,Standard,,"G1: Ortizes v. Denards (Staten Island)(T'Wana, Cheryl, Jaiden, Isaiah & Jimmy)",G1,,Ortizes,Denards,,,Ortiz,Denard
376,“Family Feud” 2/23/21,Standard,,"G2: Caravalhos v. Browns (MEM)(Jackie, Roger, Lakeela, Raquel & Raphael)",G2,,Caravalhos,Browns,,,Caravalho,Brown
377,“Family Feud” 2/22/21,Standard,,"G1: Ortizes v. Brinkleys (Hiram, GA)(Rebekah, Katie, Cindy, Clayton & Barbara)",G1,,Ortizes,Brinkleys,,,Ortiz,Brinkley
378,“Family Feud” 2/22/21,Standard,,"CG: Thorntons (Cottondale, FL)(Rod, Claire, Kristen, Ted & Julie) v. Pughs",CG,,Thorntons,Pughs,,,Thornton,Pugh
379,“Family Feud” 2/19/21,Standard,,"G1: Ortizes v. Flemonses (Oxford, MS)(Brittani, Takara, Alisha, Shannon & Courtney)",G1,,Ortizes,Flemonses,,,Ortiz,Flemons
380,“Family Feud” 2/19/21,Standard,,"G2: Strowders (Satin, Germaine, Pam, Regina & Brianna) v. Pughs",G2,,Strowders,Pughs,,,Strowder,Pugh
381,“Family Feud” 2/18/21,Standard,,"G1: Ortizes (Torrance)(Daniel, David, Gabriel, Elias & Patricio) v. Schofields",G1,,Ortizes,Schofields,,,Ortiz,Schofield
382,“Family Feud” 2/18/21,Standard,,"G2: Sattisons (Ft. Wayne)(Lori, Nick, Carlie, Amber & Greg) v. Pughs",G2,,Sattisons,Pughs,,,Sattison,Pugh
383,“Family Feud” 2/17/21,Standard,,"G1: Seguras v. Schofields (Charleston, WV)(Kevin, Rose, Willie, Sara & Tim)",G1,,Seguras,Schofields,,,Segura,Schofield
384,“Family Feud” 2/17/21,Standard,,"G2: Caravalhos (Kahala, HI)(Dustin, Chardelle, Doug, Darnell & Lauren) v. Pughs",G2,,Caravalhos,Pughs,,,Caravalho,Pugh
385,“Family Feud” 2/16/21,Standard,,"G1: Seguras v. Seltzs (Stockbridge)(Eric, Tenisha, Tony, Jermaine & Kia)",G1,,Seguras,Seltzs,,,Segura,Seltz
386,“Family Feud” 2/16/21,Standard,,"G2: Hotards v. Pughs (BKN)(Nafar, Cheri, Carolyn, Miasia & Janetta)",G2,,Hotards,Pughs,,,Hotard,Pugh
387,“Family Feud” 2/15/21,Standard,,CG: Seguras v. Armstrongs,CG,,Seguras,Armstrongs,,,Segura,Armstrong
388,“Family Feud” 2/15/21,Standard,,"G2: Hotards (Port Allen, LA)(Dean, Brandy, Brady, Brooke & Stacie) v. Anthonys",G2,,Hotards,Anthonys,,,Hotard,Anthony
389,“Family Feud” 2/12/21,Standard,,G1: Ewerses v. Armstrongs,G1,,Ewerses,Armstrongs,,,Ewers,Armstrong
390,“Family Feud” 2/12/21,Standard,,G2: Angels v. Anthonys,G2,,Angels,Anthonys,,,Angel,Anthony
391,“Family Feud” 2/11/21,Standard,,"G1: Wildners (POR, OR)(Rachael, Mat, Cat, Cec & Tina) v. Armstrongs",G1,,Wildners,Armstrongs,,,Wildner,Armstrong
392,“Family Feud” 2/11/21,Standard,,"G2: Angels (Madison, GA)(Ashley, Anthony, CJ, Tiffany & Katie) v. Lees (Tia, Sandra, Cedric, Linda & Stacey)",G2,,Angels,Lees,,,Angel,Lee
393,“Family Feud” 2/10/21,Standard,,"G1: Christians (Burnet, TX)(Landree, Melissa, Marilyn, Tristen & Cara) v. Armstrongs",G1,,Christians,Armstrongs,,,Christian,Armstrong
394,“Family Feud” 2/10/21,Standard,,"CG: Brookses (Lapeer, MI)(Dave, Tanya, Madison, Marc & Ali) v. Rahns",CG,,Brookses,Rahns,,,Brooks,Rahn
395,“Family Feud” 2/9/21,Standard,,"G1: Jacksons v. Armstrongs (MEM)(Latrell, Larcell, Lawrence, Tiffany & Larry)",G1,,Jacksons,Armstrongs,,,Jackson,Armstrong
396,“Family Feud” 2/9/21,Standard,,"G2: Blackmons (Forrestville, MD)(Bernard, Vicky, Asia, Bre'nard & Dot) v. Rahns",G2,,Blackmons,Rahns,,,Blackmon,Rahn
397,“Family Feud” 2/8/21,Standard,,"G1: Jacksons v. Seguras (New Iberia, LA)(Shelby, Molly, Alex, Jon & Jaime)",G1,,Jacksons,Seguras,,,Jackson,Segura
398,“Family Feud” 2/8/21,Standard,,"G2: Sanderlins (Williamstown, NJ)(Sandra, Dale, Chris, Tawanda & Deja) v. Rahns",G2,,Sanderlins,Rahns,,,Sanderlin,Rahn
399,“Family Feud” 2/5/21,Standard,,"G1: Jacksons (Reston, VA)(Daniel, Brittany, Dayna, Dwayne & Deborah) v. Christians",G1,,Jacksons,Christians,,,Jackson,Christian
400,“Family Feud” 2/5/21,Standard,,G2: Waddells v. Rahns,G2,,Waddells,Rahns,,,Waddell,Rahn
401,“Family Feud” 2/4/21,Standard,,"G1: Sadiqs v. Christians (Loganville)(Jeff, Sandra, Vanessa, Steven & Karina)",G1,,Sadiqs,Christians,,,Sadiq,Christian
402,“Family Feud” 2/4/21,Standard,,"G2: Waddells (Clinton, MS)(Gabe, Chelsea, Shannon, Sebastian & Romona) v. Joneses",G2,,Waddells,Joneses,,,Waddell,Jones
403,“Family Feud” 2/3/21,Standard,,"G1: Sadiqs (POR, OR)(Maarof, Shaimaa, Mohammed, Fatima & Jwan) v. Spurlocks",G1,,Sadiqs,Spurlocks,,,Sadiq,Spurlock
404,“Family Feud” 2/3/21,Standard,,"G2: Childreses v. Joneses (Kasone, Brennon, Kelly, Meghan & Pops)",G2,,Childreses,Joneses,,,Childres,Jones
405,“Family Feud” 2/2/21,Standard,,"CG: Hedgecoths v. Spurlocks (Emanuel, Sheanell, Gabriel, Zaryland & Emanuel III)",CG,,Hedgecoths,Spurlocks,,,Hedgecoth,Spurlock
406,“Family Feud” 2/2/21,Standard,,"G2: Childreses v. Makahilahilas (Kailua)(Ashley, Kim, Ryan, Colby & Stacy)",G2,,Childreses,Makahilahilas,,,Childres,Makahilahila
407,“Family Feud” 2/1/21,Standard,,"G1: Hedgecoths v. Brewers (Marietta)(Russ, Danielle, Deborah, Cory & Patrick)",G1,,Hedgecoths,Brewers,,,Hedgecoth,Brewer
408,“Family Feud” 2/1/21,Standard,,"G2: Childreses (MEM)(Tiyana, Michael, Lanease, Shara & Raelyn) v. Tripps",G2,,Childreses,Tripps,,,Childres,Tripp
409,“Family Feud” 1/29/21,Standard,,"M-U: Hedgecoths v. Moores (Bluefield, WV)(Garry, Kimberly, Kiara, Dexter & Amanda)",M-U,,Hedgecoths,Moores,,,Hedgecoth,Moore
410,“Family Feud” 1/28/21,Standard,,"M-U: Hedgecoths v. Halls (Demetra, Lamar, Teresa, Cheryl & Gloria)",M-U,,Hedgecoths,Halls,,,Hedgecoth,Hall
411,“Family Feud” 1/27/21,Standard,,"M-U: Hedgecoths (Stockbridge, GA)(Cole, Steven, Nikki, Jordan & Connor) v. Whites",M-U,,Hedgecoths,Whites,,,Hedgecoth,White
412,“Family Feud” 1/26/21,Standard,,"M-U: Ewerses v. Whites (Marlboro, MD)(James, Cynthia, Michael, Kathryn & Monee)",M-U,,Ewerses,Whites,,,Ewers,White
413,“Family Feud” 1/25/21,Standard,,"M-U: Ewerses (Gainesville)(Angela, Jeremy, Steve, Elaine & Lainie) v. Kargbos",M-U,,Ewerses,Kargbos,,,Ewers,Kargbo
414,“Family Feud” 10/19/20,Standard,,"M-U: Levitans (Van Nuys)(Cathy, Bob, Bobby, Peter & Allison) v. Aranas",M-U,,Levitans,Aranas,,,Levitan,Arana
415,“Family Feud”- FALL '20 FINALE,Standard,,G1: McGraws v. Kargbos,G1,,McGraws,Kargbos,,,McGraw,Kargbo
416,“Family Feud”- FALL '20 FINALE,Standard,,"G2: Thomases v. Tripps (La Pine, OR)(Sally, Sean, Katherine, Leon & Courtney)",G2,,Thomases,Tripps,,,Thomas,Tripp
417,“Family Feud” 11/24/20,Standard,,"G1: McGraws v. Miltons (Shreveport)(Ri'Chard, Rachel, Joyce, Christiana & Linda)",G1,,McGraws,Miltons,,,McGraw,Milton
418,“Family Feud” 11/24/20,Standard,,"G2: Thomases v. Lynchs (Dubuque)(Jaimie, Amber, Brooke, Logan & Jade)",G2,,Thomases,Lynchs,,,Thomas,Lynch
419,“Family Feud” 11/23/20,Standard,,"CG: McClinics v. Goodmans (Beaumont, TX)(Ben Jr., Tiffany, Jasmine, Reecie & Ben)",CG,,McClinics,Goodmans,,,McClinic,Goodman
420,“Family Feud” 11/23/20,Standard,,"G2: Thomases (Washington, D.C.)(Dora, Derrick, Dominique, Jordan & Isaiah) v. Kindells",G2,,Thomases,Kindells,,,Thomas,Kindell
421,“Family Feud” 11/20/20,Standard,,"G1: McClinics v. McGraws (Plains, GA)(Stacy, Shelby, Haley, Stephanie & Vicki)",G1,,McClinics,McGraws,,,McClinic,McGraw
422,“Family Feud” 11/20/20,Standard,,"G2: Makahilahilas (Kailua)(Ashley, Kim, Ryan, Colby & Stacy) v. Kindells",G2,,Makahilahilas,Kindells,,,Makahilahila,Kindell
423,“Family Feud” 11/19/20,Standard,,"G1: McClinics v. Drumellers (Pearl City, HI)(Jeremiah, Charity, Isaac, Blessing & Chuck)",G1,,McClinics,Drumellers,,,McClinic,Drumeller
424,“Family Feud” 11/19/20,Standard,,"G2: Kinders v. Kindells (Beaverton)(Rolanda, Jamicia, Shayla, Nate & Mo)",G2,,Kinders,Kindells,,,Kinder,Kindell
425,“Family Feud” 11/18/20,Standard,,G1: McClinics v. Kargbos,G1,,McClinics,Kargbos,,,McClinic,Kargbo
426,“Family Feud” 11/18/20,Standard,,"CG: Kinders (Emmons, WV)(Natasha, Teresa, Sheila, Amy & Jeremy) v. Broadouses",CG,,Kinders,Broadouses,,,Kinder,Broadous
427,“Family Feud” 11/17/20,Standard,,"CG: Robinsons (Kermit, WV)(Sara, Savannah, Vicki, Brionna & Mike) v. Abbates",CG,,Robinsons,Abbates,,,Robinson,Abbate
428,“Family Feud” 11/17/20,Standard,,"G2: Crovettos (Ponchatoula, LA)(Greg, Mary Beth, Mary Anna, Alexandra & Kevin) v. Broadouses",G2,,Crovettos,Broadouses,,,Crovetto,Broadous
429,“Family Feud” 11/16/20,Standard,,"G1: Perrys (Grenada, MS)(Kristie, Trent, Marvin, Meka & Za) v. Abbates",G1,,Perrys,Abbates,,,Perry,Abbate
430,“Family Feud” 11/16/20,Standard,,"G2: Bridwells (Loganville)(Jennifer, Macey, Connie, Jeff & Lynn) v. Broadouses",G2,,Bridwells,Broadouses,,,Bridwell,Broadous
431,“Family Feud” 11/13/20,Standard,,"G1: Redds (MEM)(Stephanie, Victor, Lyndale, Carlos & Phoebe) v. Abbates",G1,,Redds,Abbates,,,Redd,Abbate
432,“Family Feud” 11/13/20,Standard,,"G2 (now from ATL): Johnsons (Juliette, GA)(Austin, Kalley, Dawn, Christy & Lynn) v. Broadouses",G2,,Johnsons,Broadouses,,,Johnson,Broadous
433,“Family Feud” 11/12/20,Standard,,"G1: McClinics (Karissa, Cedric, Sam, Khristina & BJ) v. Abbates",G1,,McClinics,Abbates,,,McClinic,Abbate
434,“Family Feud” 11/12/20,Standard,,"CG: Harrises v. Mosleys (MEM)(Judy, April, Carol, Candice & Jonathan)",CG,,Harrises,Mosleys,,,Harris,Mosley
435,“Family Feud” 11/11/20,Standard,,"G1:  Kargbos (Sterling, VA; orig. from Sierra Leone, West Africa)(Yusuf,  Phoebe, Sheik, Solomon & Fathu) v. Abbates (Darien, IL)(Michelle,  Justin, Nicole, Kathy & Vito)",G1,,Kargbos,Abbates,,,Kargbo,Abbate
436,“Family Feud” 11/11/20,Standard,,"G2: Harrises v. Rodases (Riverside)(Marissa, Nate, Daniel, Emily & Nicole)",G2,,Harrises,Rodases,,,Harris,Rodas
437,“Family Feud” 11/10/20,Standard,,"CG: Smiths (Auburn, GA)(Martin, Rene, Julia, Madhuri & Calvin) v. Casals",CG,,Smiths,Casals,,,Smith,Casal
438,“Family Feud” 11/10/20,Standard,,"G2: Harrises v. McDonalds (Brea, CA)(Garrett, Jewels, Gwen, Gavin & Gannon)",G2,,Harrises,McDonalds,,,Harris,McDonald
439,“Family Feud” 11/9/20,Standard,,"G1: Ieyoubs (Lake Charles, LA)(Susan, Nicholas, Alex, Matthew & Ryan) v. Casals",G1,,Ieyoubs,Casals,,,Ieyoub,Casal
440,“Family Feud” 11/9/20,Standard,,"G2: Harrises v. Browns (Rowland Heights)(Shay, Sarah, Kellie, Chelsie & Daniel)",G2,,Harrises,Browns,,,Harris,Brown
441,“Family Feud” 11/6/20,Standard,,"G1: Broadouses (POR, OR)(Roosevelt, Nicole, James, Melvin & Christine) v. Casals",G1,,Broadouses,Casals,,,Broadous,Casal
442,“Family Feud” 11/6/20,Standard,,"G2: Harrises (DiBoll, TX)(Larry, Annie, Andre, Annysue & Lou) v. McClards",G2,,Harrises,McClards,,,Harris,McClard
443,“Family Feud” 11/5/20,Standard,,G1: Washingtons v. Casals,G1,,Washingtons,Casals,,,Washington,Casal
444,“Family Feud” 11/5/20,Standard,,"G2: Angelinis v. McClards (Bowling Green)(Emory, Tim, Jill, Jennifer & Sydney)",G2,,Angelinis,McClards,,,Angelini,McClard
445,“Family Feud” 11/4/20,Standard,,"G1: Washingtons (George, Dionne, Merlin, Sandemara & Derrick) v. Slones",G1,,Washingtons,Slones,,,Washington,Slone
446,“Family Feud” 11/4/20,Standard,,G2: Angelinis v. Geists,G2,,Angelinis,Geists,,,Angelini,Geist
447,“Family Feud” 11/3/20,Standard,,"G1: Phillipses v. Slones (Woodstock, GA)(Chad, Tiffany, Cathy, Eric & Christina)",G1,,Phillipses,Slones,,,Phillips,Slone
448,“Family Feud” 11/3/20,Standard,,"G2: Angelinis v. Longs (Pensacola)(Lisa, David, Kyle, Krystal & Charlie)",G2,,Angelinis,Longs,,,Angelini,Long
449,“Family Feud” 11/2/20,Standard,,"G1: Phillipses v. DiFazios (Johnston, RI)(AJ, Claire, Dawn, Alisha & Al)",G1,,Phillipses,DiFazios,,,Phillips,DiFazio
450,“Family Feud” 11/2/20,Standard,,"G2: Angelinis (Louisville)(Andrea, Melinda, Wanda, Brian & Da'Ron) v. Rodriguezes",G2,,Angelinis,Rodriguezes,,,Angelini,Rodriguez
451,“Family Feud” 10/30/20,Standard,,"G1: Phillipses (Charleston, WV)(Traci, Justin, Tiffany, Cheryl & Joey) v. Drurys",G1,,Phillipses,Drurys,,,Phillips,Drury
452,“Family Feud” 10/30/20,Standard,,"CG: Bazoses v. Rodriguezes (Chino)(Carlos, Ruben, Daniel, Alex & Maureen)",CG,,Bazoses,Rodriguezes,,,Bazos,Rodriguez
453,“Celebrity Family Feud”- 6TH S.F.,Celebrity,,"G1:  UFC (The V Foundation)(Forrest Griffin, Henry Cejudo, Michelle  Waterson, Holly Holm & Stephen Thompson) v. WBC (The Andy Vargas  Foundation)(Ryan Garcia, Evander Holyfield, Shawn “Showtime” Porter,  Riddick “Big Daddy” Bowe & Mauricio Sulaiman)",G1,,UFC,WBC,,,UFC,WBC
454,“Celebrity Family Feud”- 6TH S.F.,Celebrity,,"G2:  Lewises (The Boris Lawrence Henson Foundation)(Jenifer, Jackie Davis,  Lawrence “Larry”, Vertrella & Wilatrel Rice) v. Team Sebastian  Maniscalco (Tag You're It! Foundation)(Sebastian, Lana, Jessica Dadon,  Simone Lutgert & Scott Lutgert)",G2,,Lewises,Team Sebastian  Maniscalco,,,Lewis,Team Sebastian  Maniscalco
455,“Family Feud” 10/29/20,Standard,,G1: Hunters v. Drurys,G1,,Hunters,Drurys,,,Hunter,Drury
456,“Family Feud” 10/29/20,Standard,,"G2: Bazoses v. Stokeses (Huntsville)(Nyshawn, Shantoreya, Travonte, Nathan & Latisa)",G2,,Bazoses,Stokeses,,,Bazos,Stokes
457,“Family Feud” 10/28/20,Standard,,"G1: Lyleses v. Drurys (Long Island)(Nikki, Shannon, Kelly, Karen & Mike)",G1,,Lyleses,Drurys,,,Lyles,Drury
458,“Family Feud” 10/28/20,Standard,,"G2: Bazoses v. Hargroves (San Diego)(Toshua, Keisha, Mark, Angel & Mary-Helen)",G2,,Bazoses,Hargroves,,,Bazos,Hargrove
459,“Family Feud” 10/27/20,Standard,,"G1: Lyleses v. Albrights (TN)(Paul, Kellye, Parker, Amanda & Mike)",G1,,Lyleses,Albrights,,,Lyles,Albright
460,“Family Feud” 10/27/20,Standard,,"G2: Bazoses v. Hayeses (Biloxi)(Mimi, Donna, Shelly, Connie & Rochelle)",G2,,Bazoses,Hayeses,,,Bazos,Hayes
461,“Family Feud” 10/26/20,Standard,,"G1: Lyleses (Bowie, MD)(Briana, Deneen, Michael, Juan & Brian) v. Schroeders",G1,,Lyleses,Schroeders,,,Lyles,Schroeder
462,“Family Feud” 10/26/20,Standard,,"G2 (taped in L.A. w/ audience): Bazoses (CHI)(Alex, Francine, Christina, Alexandra & Stacy) v. Opals",G2,,Bazoses,Opals,,,Bazos,Opal
463,“Family Feud” 10/23/20,Standard,,"M-U: Hunters (Shreveport)(Kishon, Timothy Sr., Tekorah, Timothy Jr. & Charmaine) v. Schroeders",M-U,,Hunters,Schroeders,,,Hunter,Schroeder
464,“Family Feud” 10/22/20,Standard,,"M-U:  Bradfords (CHI)(Lauren, Donny, Marvin, Tony & Michelle) v.  Schroeders (Camas, WA)(Tommy, Tenielle, Tatum, Teague & Tyra)",M-U,,Bradfords,Schroeders,,,Bradford,Schroeder
465,“Family Feud” 10/21/20,Standard,,"CG: Prevos (Montgomery)(Tonya, Clifford, Marlo, Alfredo & Sherlecia) v. Aranas",CG,,Prevos,Aranas,,,Prevo,Arana
466,“Family Feud” 10/20/20,Standard,,"M-U: Reyeses (CHI)(Joel, J.R., Chet, Malou & CJ) v. Aranas",M-U,,Reyeses,Aranas,,,Reyes,Arana
467,“Family Feud” 10/15/20,Standard,,M-U: Tennants v. Aranas,M-U,,Tennants,Aranas,,,Tennant,Arana
468,“Family Feud” 10/14/20,Standard,,"CG: Goodners v. Aranas (Pasadena)(JJ, Ah'Shirae, Jurii, Juzet & Ahmoray)",CG,,Goodners,Aranas,,,Goodner,Arana
