,PostTitle,Version,PostDate,GameTitle,GameHeader,GameInfo,FamilyA,FamilyB,FamilyAInfo,FamilyBInfo
1851,“Family Feud” 2/28/11,Standard,2011-02-28,"G1: Ruzases v. Morrises (Trinnette, Mary, Jack, Deborah & Joscelyn)",G1,,Ruzases,Morrises ,,"['(Trinnette, Mary, Jack, Deborah & Joscelyn)']"
1852,“Family Feud” 2/28/11,Standard,2011-02-28,"G2: Scotts v. Davises (Brent, Tanner, Jennifer, Chassidy & Canzady)",G2,,Scotts,Davises ,,"['(Brent, Tanner, Jennifer, Chassidy & Canzady)']"
1853,“Family Feud” 10/17/12,Standard,2012-10-17,M-U: Thomases v. Finchs,M-U,,Thomases,Finchs,,
1854,“Family Feud” 10/15/12,Standard,2012-10-15,"M-U: Thomases (Martha, Andres, Myles, Kayla & Derek) v. Frateses",M-U,,Thomases ,Frateses,"['(Martha, Andres, Myles, Kayla & Derek)']",
1855,“Family Feud” 10/12/12,Standard,2012-10-12,"G1: Jacksons (Jay, Tosha, Lisa Sr., Darryl & Lisa Jr.) v. Frateses",G1,,Jacksons ,Frateses,"['(Jay, Tosha, Lisa Sr., Darryl & Lisa Jr.)']",
1856,“Family Feud” 10/12/12,Standard,2012-10-12,"G2: Swansons (Ken, Debbie, Brittany, Ryan & Allen) v. Davises",G2,,Swansons ,Davises,"['(Ken, Debbie, Brittany, Ryan & Allen)']",
1857,“Family Feud” 10/11/12,Standard,2012-10-11,"G1: Freemonts v. Frateses (Amelia, Lyall, Larry, Oliver & Joan)",G1,,Freemonts,Frateses ,,"['(Amelia, Lyall, Larry, Oliver & Joan)']"
1858,“Family Feud” 10/11/12,Standard,2012-10-11,"G2: Huckleberrys v. Davises (Samantha, William, Paul, Mark & Linda)",G2,,Huckleberrys,Davises ,,"['(Samantha, William, Paul, Mark & Linda)']"
1859,“Family Feud” 10/10/12,Standard,2012-10-10,"G1: Freemonts v. McBrides (Bill, Jordan, Jesse, Shannon & Barb)",G1,,Freemonts,McBrides ,,"['(Bill, Jordan, Jesse, Shannon & Barb)']"
1860,“Family Feud” 10/10/12,Standard,2012-10-10,"G2: Huckleberrys (Kermeth, Miranda, Patrice, Corey & Portia) v. Dangs",G2,,Huckleberrys ,Dangs,"['(Kermeth, Miranda, Patrice, Corey & Portia)']",
1861,“Family Feud” 10/9/12,Standard,2012-10-09,"G1: Freemonts (Joi, James Sr., James Jr., Nikki & Chris) v. Smiths (Chris, Dana, Rebecca, Michael & Derik)",G1,,Freemonts ,Smiths ,"['(Joi, James Sr., James Jr., Nikki & Chris)']","['(Chris, Dana, Rebecca, Michael & Derik)']"
1862,“Family Feud” 10/9/12,Standard,2012-10-09,"G2: Charests v. Dangs (Milton, Mark, Michelle, Mitchell & Amy)",G2,,Charests,Dangs ,,"['(Milton, Mark, Michelle, Mitchell & Amy)']"
1863,“Family Feud” 10/19/12,Standard,2012-10-19,"M-U: Samsels (Cristina, Jeff, Eddy, Lauren & Kirk) v. Browns (Kyle, Carla, Elise, Yevette & Michael)",M-U,,Samsels ,Browns ,"['(Cristina, Jeff, Eddy, Lauren & Kirk)']","['(Kyle, Carla, Elise, Yevette & Michael)']"
1864,“Family Feud” 9/13/12,Standard,2012-09-13,"G1: Davises (NaJuan, Nate, Rosalyn, Nathaniel & Pamela) v. Holcombs",G1,,Davises ,Holcombs,"['(NaJuan, Nate, Rosalyn, Nathaniel & Pamela)']",
1865,“Family Feud” 9/13/12,Standard,2012-09-13,"G2: Coles (HB II, Erika, HB III, Rachel & Getta) v. Hartmans",G2,,Coles ,Hartmans,"['(HB II, Erika, HB III, Rachel & Getta)']",
1866,“Family Feud” 9/12/12,Standard,2012-09-12,"G1: Stones v. Holcombs (Jimmy, Pam, Belvia, Jessica & Chase)",G1,,Stones,Holcombs ,,"['(Jimmy, Pam, Belvia, Jessica & Chase)']"
1867,“Family Feud” 9/12/12,Standard,2012-09-12,"G2: Morelands (Violet, Sheila, Darlene, Lola & Norma) v. Hartmans",G2,,Morelands ,Hartmans,"['(Violet, Sheila, Darlene, Lola & Norma)']",
1868,“Family Feud”- 14TH S.P. DAY,Standard,2022-12-14,"G1: Grands (Joseph, Bianca, Desiree, Ingrid & Ilona) v. Flammias",G1,,Grands ,Flammias,"['(Joseph, Bianca, Desiree, Ingrid & Ilona)']",
1869,“Family Feud”- 14TH S.P. DAY,Standard,2022-12-14,G2: Williamses v. Hartmans,G2,,Williamses,Hartmans,,
1870,“Family Feud” 2/20/13,Standard,2013-02-20,"G1: Ollers v. Simses (James, Marcia, Melinda, Changa & Kamilah)",G1,,Ollers,Simses ,,"['(James, Marcia, Melinda, Changa & Kamilah)']"
1871,“Family Feud” 2/20/13,Standard,2013-02-20,"G2: Williamses v. Goulds (Josh, Sarah, Jenn, Paul & Ben)",G2,,Williamses,Goulds ,,"['(Josh, Sarah, Jenn, Paul & Ben)']"
1872,“Family Feud” 2/19/13,Standard,2013-02-19,"G1: Ollers (Allyson, Russell, Kelsey, Lavawn & Laverne) v. Klines",G1,,Ollers ,Klines,"['(Allyson, Russell, Kelsey, Lavawn & Laverne)']",
1873,“Family Feud” 2/19/13,Standard,2013-02-19,"G2: Williamses (Kojuana, Terrell, Rita, Tashia & Nichole) v. O’Deas",G2,,Williamses ,O’Deas,"['(Kojuana, Terrell, Rita, Tashia & Nichole)']",
1874,“Family Feud” 2/18/13,Standard,2013-02-18,"G1: Lees (Shekita, Angelisa, Alice, Sheeluh & Ryan) v. Klines",G1,,Lees ,Klines,"['(Shekita, Angelisa, Alice, Sheeluh & Ryan)']",
1875,“Family Feud” 2/18/13,Standard,2013-02-18,"G2: Gallaghers v. O’Deas (Carol, Janette, Josette, Courtney & Jacqueline)",G2,,Gallaghers,O’Deas ,,"['(Carol, Janette, Josette, Courtney & Jacqueline)']"
1876,“Family Feud” 2/15/13,Standard,2013-02-15,"G1: Dardens (Terry Jr., Marleisha, Travis, Marleen & Terry Sr.) v. Klines (Connie, Noah, Jessica, Ryan & Cody)",G1,,Dardens ,Klines ,"['(Terry Jr., Marleisha, Travis, Marleen & Terry Sr.)']","['(Connie, Noah, Jessica, Ryan & Cody)']"
1877,“Family Feud” 2/15/13,Standard,2013-02-15,"G2: Gallaghers (Keisha, Bonita, April, Chaka & Tracey) v. Christners (Tracy, John, Jim, Laurie & Christopher)",G2,,Gallaghers ,Christners ,"['(Keisha, Bonita, April, Chaka & Tracey)']","['(Tracy, John, Jim, Laurie & Christopher)']"
1878,“Family Feud” 4/27/11,Standard,2011-04-27,"M-U: Webbs v. Browns (Angela, Felicia, Michelle, Chevas & Kenneth)",M-U,,Webbs,Browns ,,"['(Angela, Felicia, Michelle, Chevas & Kenneth)']"
1879,“Family Feud” 3/3/11,Standard,2011-03-03,"G1: Evanses (Matthew, Meredith, Christen, Mark & Jewel) v. Fennells",G1,,Evanses ,Fennells,"['(Matthew, Meredith, Christen, Mark & Jewel)']",
1880,“Family Feud” 3/3/11,Standard,2011-03-03,"G2: Webbs v. Smiths (Derek, Sartura, Nicole, Lashawn & Ollace)",G2,,Webbs,Smiths ,,"['(Derek, Sartura, Nicole, Lashawn & Ollace)']"
1881,“Family Feud” 10/12/10,Standard,2010-10-12,"G1: Allens v. McFaddens (David, Kristine, Ashley, Andrew & Shante)",G1,,Allens,McFaddens ,,"['(David, Kristine, Ashley, Andrew & Shante)']"
1882,“Family Feud” 10/12/10,Standard,2010-10-12,"G2: Fosters v. Palmers (Wun, Violet, Rod, Zandra & Sherell)",G2,,Fosters,Palmers ,,"['(Wun, Violet, Rod, Zandra & Sherell)']"
1883,“Family Feud” 10/11/10,Standard,2010-10-11,"G1: Allens (Andrea, Skip, David, Yvonne & Steven) v. Dickersons (Todd, April, Nick, Jonathan & Briyanna)",G1,,Allens ,Dickersons ,"['(Andrea, Skip, David, Yvonne & Steven)']","['(Todd, April, Nick, Jonathan & Briyanna)']"
1884,“Family Feud” 10/11/10,Standard,2010-10-11,"G2: Fosters (Erin, Betsy, Mary, Andy & Dennis) v. Halyards (Ledger, Tamara, Xavier, Sabrina & Tyrah)",G2,,Fosters ,Halyards ,"['(Erin, Betsy, Mary, Andy & Dennis)']","['(Ledger, Tamara, Xavier, Sabrina & Tyrah)']"
1885,“Family Feud” 5/20/11,Standard,2011-05-20,"M-U: Scotts (Brad, Toi, Chava, Michele & Deidre) v. Piergrossis",M-U,,Scotts ,Piergrossis,"['(Brad, Toi, Chava, Michele & Deidre)']",
1886,“Family Feud” 5/19/11,Standard,2011-05-19,"M-U: Easlers v. Piergrossis (Scott, Nick, Laura, Linda & Maurice)",M-U,,Easlers,Piergrossis ,,"['(Scott, Nick, Laura, Linda & Maurice)']"
1887,“Family Feud”- 14TH S.F.,Standard,2022-12-14,"M-U: Grants (Peggy, Nancy, Audrey, Jessica & Chelsea) v. Fishers",M-U,,Grants ,Fishers,"['(Peggy, Nancy, Audrey, Jessica & Chelsea)']",
1888,“Family Feud” 5/23/13,Standard,2013-05-23,"M-U: Flowerses (Katrina, Jeff, Kris, Troy & Hillory) v. Fishers",M-U,,Flowerses ,Fishers,"['(Katrina, Jeff, Kris, Troy & Hillory)']",
1889,“Family Feud” 5/18/11,Standard,2011-05-18,"M-U: Easlers (Dennis, Carol, Darryl, Jason & Erica) v. Adamses",M-U,,Easlers ,Adamses,"['(Dennis, Carol, Darryl, Jason & Erica)']",
1890,“Family Feud” 5/17/11,Standard,2011-05-17,"M-U: Friends v. Adamses (Yvette, Katrese, Emery, Jason & Mary)",M-U,,Friends,Adamses ,,"['(Yvette, Katrese, Emery, Jason & Mary)']"
1891,“Family Feud” 10/3/12,Standard,2012-10-03,"G1: O’Neals v. Lentzes (Ron, Nancy, Susan, Christian & Christelle)",G1,,O’Neals,Lentzes ,,"['(Ron, Nancy, Susan, Christian & Christelle)']"
1892,“Family Feud” 10/3/12,Standard,2012-10-03,"G2: Iaintellos v. Highs (Dewayne, Dejunna, Sharon, Delonna & Donna)",G2,,Iaintellos,Highs ,,"['(Dewayne, Dejunna, Sharon, Delonna & Donna)']"
1893,“Family Feud” 10/2/12,Standard,2012-10-02,"G2: Ianitellos v. Davises (Chinita, Qualon, Maxine, Debra & Hardwick)",G2,,Ianitellos,Davises ,,"['(Chinita, Qualon, Maxine, Debra & Hardwick)']"
1894,“Family Feud” 10/1/12,Standard,2012-10-01,"G1: Browns v. Klosters (Heidi, Sam, Allison, Katherine & Corbett)",G1,,Browns,Klosters ,,"['(Heidi, Sam, Allison, Katherine & Corbett)']"
1895,“Family Feud” 10/1/12,Standard,2012-10-01,"G2: Ianitellos v. Keslers (Kelsi, Brett, Katie, Cameron & Landon)",G2,,Ianitellos,Keslers ,,"['(Kelsi, Brett, Katie, Cameron & Landon)']"
1896,“Family Feud” 9/28/12,Standard,2012-09-28,"G1: Browns v. Haazs (Heidi, Susan, Sandy, Barbie & Jodi)",G1,,Browns,Haazs ,,"['(Heidi, Susan, Sandy, Barbie & Jodi)']"
1897,“Family Feud” 9/28/12,Standard,2012-09-28,"G2: Ianitellos (Mike, Melissa, Jeff, Michele & John) v. Browns (Derek, David, Joe Jr., Nia & Joe Sr.)",G2,,Ianitellos ,Browns ,"['(Mike, Melissa, Jeff, Michele & John)']","['(Derek, David, Joe Jr., Nia & Joe Sr.)']"
1898,“Family Feud” 4/29/11,Standard,2011-04-29,"M-U: Webbs v. Hearseys (David, Tammy, Marc, Kerri & Edward)",M-U,,Webbs,Hearseys ,,"['(David, Tammy, Marc, Kerri & Edward)']"
1899,“Family Feud” 4/28/11,Standard,2011-04-28,"M-U: Webbs (Delaney, Wendi, Cheri, Ron & Kristi) v. Heisses (Richard, Carolyn, Dana, Howard & Alison)",M-U,,Webbs ,Heisses ,"['(Delaney, Wendi, Cheri, Ron & Kristi)']","['(Richard, Carolyn, Dana, Howard & Alison)']"
1900,“Family Feud” 2/7/13,Standard,2013-02-07,G1: Schuerings v. Hugheses,G1,,Schuerings,Hugheses,,
1901,“Family Feud” 2/7/13,Standard,2013-02-07,"G2: Sullivans v. Frasers (Leticia, Monique, Shundelle, Cornell & Vitalien)",G2,,Sullivans,Frasers ,,"['(Leticia, Monique, Shundelle, Cornell & Vitalien)']"
1902,“Family Feud” 5/16/11,Standard,2011-05-16,"M-U: Friends (Hannah, Jesse, Jake, Shayna & Layla) v. Rileys",M-U,,Friends ,Rileys,"['(Hannah, Jesse, Jake, Shayna & Layla)']",
1903,“Family Feud” 2/11/11,Standard,2011-02-11,"G1: Kruegers (Dave, Steven, Jeff, Diane & Ron) v. Rileys",G1,,Kruegers ,Rileys,"['(Dave, Steven, Jeff, Diane & Ron)']",
1904,“Family Feud” 2/11/11,Standard,2011-02-11,"G2: Metels v. Georges (Linda, Eric, Nina, Breanna & Lisa)",G2,,Metels,Georges ,,"['(Linda, Eric, Nina, Breanna & Lisa)']"
1905,“Family Feud” 2/10/11,Standard,2011-02-10,"G1: Marshalls v. Rileys (Ingra, Shana, Sherwin, Melissa & Shawn)",G1,,Marshalls,Rileys ,,"['(Ingra, Shana, Sherwin, Melissa & Shawn)']"
1906,“Family Feud” 2/10/11,Standard,2011-02-10,"G2: Metels (Chris, Iris, Riccinni, Michelle & Joe) v. Anthonys",G2,,Metels ,Anthonys,"['(Chris, Iris, Riccinni, Michelle & Joe)']",
1907,“Family Feud” 2/9/11,Standard,2011-02-09,"G1: Marshalls v. Taylors (Ashanta, Kenya, Lynette, Bertha & Vanessa)",G1,,Marshalls,Taylors ,,"['(Ashanta, Kenya, Lynette, Bertha & Vanessa)']"
1908,“Family Feud” 2/9/11,Standard,2011-02-09,"G2: Lewises v. Anthonys (Steve, Jennifer, Susan, Terry & Norm)",G2,,Lewises,Anthonys ,,"['(Steve, Jennifer, Susan, Terry & Norm)']"
1909,“Family Feud” 2/6/13,Standard,2013-02-06,"G1: Schuerings (Mary, Kurt, Lee, Theresa & Luke) v. Bennetts",G1,,Schuerings ,Bennetts,"['(Mary, Kurt, Lee, Theresa & Luke)']",
1910,“Family Feud” 2/6/13,Standard,2013-02-06,"CG: McCauleys (Gary, Becky, Shannon, Jetta & Brian) v. Willingers",CG,,McCauleys ,Willingers,"['(Gary, Becky, Shannon, Jetta & Brian)']",
1911,“Family Feud” 4/25/11,Standard,2011-04-25,"CG: Marshalls (Angela, Derrick, Jessica, Jennifer & Rahn- only THEY were eligible for the $25,995 Ford Taurus) v. Bairds",CG,,Marshalls ,Bairds,"['(Angela, Derrick, Jessica, Jennifer & Rahn- only THEY were eligible for the $25,995 Ford Taurus)']",
1912,“Family Feud” 2/25/11,Standard,2011-02-25,"G1: Frosts (Mike, Tracy, Shannon, Kristin & Shayne) v. Bairds",G1,,Frosts ,Bairds,"['(Mike, Tracy, Shannon, Kristin & Shayne)']",
1913,“Family Feud” 2/25/11,Standard,2011-02-25,"CG: Newsons (Andre, Pearl, Antoine, Autum & Carolyn) v. Heinschs",CG,,Newsons ,Heinschs,"['(Andre, Pearl, Antoine, Autum & Carolyn)']",
1914,“Family Feud” 2/24/11,Standard,2011-02-24,"G1: Roths (Aaron, Rachel, Dan, Shaina & Seth) v. Bairds (Susan, Chris, Candy, Kim & Mike)",G1,,Roths ,Bairds ,"['(Aaron, Rachel, Dan, Shaina & Seth)']","['(Susan, Chris, Candy, Kim & Mike)']"
1915,“Family Feud” 2/24/11,Standard,2011-02-24,"G2: Shahs (Neil, Kinjal, Shimul, Saloni & Nemil) v. Heinschs",G2,,Shahs ,Heinschs,"['(Neil, Kinjal, Shimul, Saloni & Nemil)']",
1916,“Family Feud” 2/5/13,Standard,2013-02-05,"G1: Burnses v. Bennetts (BJ, Isabella, Ashanti, Jon & Selina)",G1,,Burnses,Bennetts ,,"['(BJ, Isabella, Ashanti, Jon & Selina)']"
1917,“Family Feud” 2/5/13,Standard,2013-02-05,"G2: Smiths (Ronnie, Chante, India, Val & Sharyse) v. Willingers",G2,,Smiths ,Willingers,"['(Ronnie, Chante, India, Val & Sharyse)']",
1918,“Family Feud” 2/4/13,Standard,2013-02-04,"G1: Burnses v. Ingrams (Sweet Dorothy, Jacqui, Amber, Teonna & Jeremy)",G1,,Burnses,Ingrams ,,"['(Sweet Dorothy, Jacqui, Amber, Teonna & Jeremy)']"
1919,“Family Feud” 2/4/13,Standard,2013-02-04,"G2: Bests (Sherry, David, Bev, Cartis & Sug) v. Willingers (Ken, Katie, Kristen, Susan & Kelly)",G2,,Bests ,Willingers ,"['(Sherry, David, Bev, Cartis & Sug)']","['(Ken, Katie, Kristen, Susan & Kelly)']"
1920,“Family Feud” 2/8/11,Standard,2011-02-08,"G1: Marshalls (Nancy, Austin, Kyla, Luke & Caitlin) v. Douglases",G1,,Marshalls ,Douglases,"['(Nancy, Austin, Kyla, Luke & Caitlin)']",
1921,“Family Feud” 2/8/11,Standard,2011-02-08,"G2: Lewises (Donte, Mike, Damein, Ramon & Damian) v. Pyles",G2,,Lewises ,Pyles,"['(Donte, Mike, Damein, Ramon & Damian)']",
1922,“Family Feud” 2/7/11,Standard,2011-02-07,"G1: Dakus (Danielle, Bridget, Tom, Todd & Christa) v. Douglases (Aprile, Freddie, Laura, Avis & Darius)",G1,,Dakus ,Douglases ,"['(Danielle, Bridget, Tom, Todd & Christa)']","['(Aprile, Freddie, Laura, Avis & Darius)']"
1923,“Family Feud” 2/7/11,Standard,2011-02-07,"G2: Grahams (Sylvia, Stephanee, Chamblee, Raemont & Aaron) v. Pyles (Chris, Jennette, Michelle, Mark & Mike)",G2,,Grahams ,Pyles ,"['(Sylvia, Stephanee, Chamblee, Raemont & Aaron)']","['(Chris, Jennette, Michelle, Mark & Mike)']"
1924,“Family Feud” 5/22/13,Standard,2013-05-22,"M-U: Budas (Chris, Trevor, Andrew, JT & Mark) v. Fishers",M-U,,Budas ,Fishers,"['(Chris, Trevor, Andrew, JT & Mark)']",
1925,“Family Feud” 5/21/13,Standard,2013-05-21,"M-U: Adamses v. Fishers (Venus, Roger, Queen, Anthony & Tasha)",M-U,,Adamses,Fishers ,,"['(Venus, Roger, Queen, Anthony & Tasha)']"
1926,“Family Feud” 9/14/10,Standard,2010-09-14,"G1: Belts (Valerie, Cyndaria, Yolanda, Iva & Leland) v. Praegers",G1,,Belts ,Praegers,"['(Valerie, Cyndaria, Yolanda, Iva & Leland)']",
1927,“Family Feud” 9/14/10,Standard,2010-09-14,"G2: Howards v. Swists (Sheryl, Tom, Chris, Matt & Eric)",G2,,Howards,Swists ,,"['(Sheryl, Tom, Chris, Matt & Eric)']"
1928,“Family Feud” 5/20/13,Standard,2013-05-20,"M-U: Adamses v. Gackles (Marcia, Katelyn, Jeremy, Alicia & Tony)",M-U,,Adamses,Gackles ,,"['(Marcia, Katelyn, Jeremy, Alicia & Tony)']"
1929,“Family Feud” 5/17/13,Standard,2013-05-17,"M-U: Adamses v. Gateses (Jenitha, Antonia, Carlton, Dwayne & Marcell)",M-U,,Adamses,Gateses ,,"['(Jenitha, Antonia, Carlton, Dwayne & Marcell)']"
1930,“Family Feud” 5/16/13,Standard,2013-05-16,"CG: Adamses (Jeremy, Jenni, Chris, Tony & Bernice) v. McNultys",CG,,Adamses ,McNultys,"['(Jeremy, Jenni, Chris, Tony & Bernice)']",
1931,“Family Feud” 5/15/13,Standard,2013-05-15,"M-U: Halsells (Toe, Denise, Robert, Tyeshia & Rob) v. McNultys",M-U,,Halsells ,McNultys,"['(Toe, Denise, Robert, Tyeshia & Rob)']",
1932,“Family Feud” 5/10/13,Standard,2013-05-10,"M-U: Williamses (Brenda, Jimmy, Michael, Julian & David) v. McNultys",M-U,,Williamses ,McNultys,"['(Brenda, Jimmy, Michael, Julian & David)']",
1933,“Family Feud” 5/9/13,Standard,2013-05-09,"M-U: Mayfields (Amber, Heather, Rebecca, Trey & Vicki) v. McNultys",M-U,,Mayfields ,McNultys,"['(Amber, Heather, Rebecca, Trey & Vicki)']",
1934,“Family Feud” 5/8/13,Standard,2013-05-08,"M-U: Browns (Serena, Freda, Vernon, Seba & Candace) v. McNultys (Tommy, Christine, Kim, Katie & Colleen)",M-U,,Browns ,McNultys ,"['(Serena, Freda, Vernon, Seba & Candace)']","['(Tommy, Christine, Kim, Katie & Colleen)']"
1935,“Family Feud” 9/16/14,Standard,2014-09-16,"G1: Nowackis (Matthew, Paige, Mitchell, Mary & Bill) v. Holidays",G1,,Nowackis ,Holidays,"['(Matthew, Paige, Mitchell, Mary & Bill)']",
1936,“Family Feud” 9/16/14,Standard,2014-09-16,"G2: Thomases (Kristin, Sarah, Terry, Bethany & Lindsey) v. Browns (Ty, Jimmie, T-Row, Rodrick & J-Rod)",G2,,Thomases ,Browns ,"['(Kristin, Sarah, Terry, Bethany & Lindsey)']","['(Ty, Jimmie, T-Row, Rodrick & J-Rod)']"
1937,“Family Feud”- 16TH S.P. DAY,Standard,2022-12-16,"G1: Bishops (Josh, Laura, Caleb, Sarah & Justin) v. Holidays (Frank, Maria, Glorina, LaWanna & Gloria)",G1,,Bishops ,Holidays ,"['(Josh, Laura, Caleb, Sarah & Justin)']","['(Frank, Maria, Glorina, LaWanna & Gloria)']"
1938,“Family Feud”- 16TH S.P. DAY,Standard,2022-12-16,"CG IN G2: Fowlkeses (Nichelle, Ervin, Rollin, Noureyah & Takesha) v. Rices (Whitney, Reagan, Lauren, Chrissy & Shelley)",CG IN G2,,Fowlkeses ,Rices ,"['(Nichelle, Ervin, Rollin, Noureyah & Takesha)']","['(Whitney, Reagan, Lauren, Chrissy & Shelley)']"
1939,“Family Feud” 5/18/12,Standard,2012-05-18,"M-U: Wooleys (Damon, Daniel, Catherine, Bobby & Wanda) v. Grzywaczs (Damian, Kristen, Brian, Noelle & Richard)",M-U,,Wooleys ,Grzywaczs ,"['(Damon, Daniel, Catherine, Bobby & Wanda)']","['(Damian, Kristen, Brian, Noelle & Richard)']"
1940,“Family Feud” 10/14/11,Standard,2011-10-14,"CG IN G2: Stewarts (Al would get this car if they won) v. Woulfs (Mary, Taylor, Sue, Brian & Nancy)",CG IN G2,,Stewarts ,Woulfs ,['(Al would get this car if they won)'],"['(Mary, Taylor, Sue, Brian & Nancy)']"
1941,“Family Feud” 5/17/12,Standard,2012-05-17,"M-U: Oliveris (John, Tom, Claire, Krista & Jess) v. Browns",M-U,,Oliveris ,Browns,"['(John, Tom, Claire, Krista & Jess)']",
1942,“Family Feud” 5/16/12,Standard,2012-05-16,"M-U: Brennans v. Browns (Delrick, Aaron, Marsha, Vanessa & Paul)",M-U,,Brennans,Browns ,,"['(Delrick, Aaron, Marsha, Vanessa & Paul)']"
1943,“Family Feud” 10/13/11,Standard,2011-10-13,"G2: Stewarts v. Higginses (Misty, Andrew, Cheri, Remy & Nick)",G2,,Stewarts,Higginses ,,"['(Misty, Andrew, Cheri, Remy & Nick)']"
1944,“Family Feud”- STEVE’S FIRST TWO AIRED EPS.,Standard,2017-03-24,"G1: Hutchinsons (Kindrell, Kessler, Kinnzon, Jay & Kyler) v. Praegers (Chuck, Jenna, Cindy, Alex & Maggie)",G1,,Hutchinsons ,Praegers ,"['(Kindrell, Kessler, Kinnzon, Jay & Kyler)']","['(Chuck, Jenna, Cindy, Alex & Maggie)']"
1945,“Family Feud”- STEVE’S FIRST TWO AIRED EPS.,Standard,2017-03-24,"G2: Poes (Micah, Toby, Daniel, Laura & Mark) v. Howards (Melton, Brandy, Yvonne, Robin & Melton Jr.)",G2,,Poes ,Howards ,"['(Micah, Toby, Daniel, Laura & Mark)']","['(Melton, Brandy, Yvonne, Robin & Melton Jr.)']"
1946,“Family Feud” 10/12/11,Standard,2011-10-12,"G2: Stewarts v. Jaecks (Ken, Sherry, Katy, Jon & Kristin)",G2,,Stewarts,Jaecks ,,"['(Ken, Sherry, Katy, Jon & Kristin)']"
1947,“Family Feud” 5/15/12,Standard,2012-05-15,"M-U: Brennans v. Ortolanis (Nick, Nina, Fred, Bianca & Alfred)",M-U,,Brennans,Ortolanis ,,"['(Nick, Nina, Fred, Bianca & Alfred)']"
1948,“Family Feud” 5/14/12,Standard,2012-05-14,"M-U: Brennans v. Smileys (Sheilah, Sylvia, Qiania, Khalilah & David)",M-U,,Brennans,Smileys ,,"['(Sheilah, Sylvia, Qiania, Khalilah & David)']"
1949,“Family Feud” 3/3/12,Standard,2012-03-03,"G2: Brennans (Nancie, Kevin, Jay, Kristin & Chad) v. Browns",G2,,Brennans ,Browns,"['(Nancie, Kevin, Jay, Kristin & Chad)']",
1950,“Family Feud” 3/2/12,Standard,2012-03-02,"G2: Karapetians v. Browns (Dorothy, Dana, Faye, Brenda & Wanda)",G2,,Karapetians,Browns ,,"['(Dorothy, Dana, Faye, Brenda & Wanda)']"
1951,“Family Feud” 11/16/12,Standard,2012-11-16,G1: Barnhills vs. Franchinas,G1,,Barnhills,Franchinas,,
1952,“Family Feud” 11/16/12,Standard,2012-11-16,"CG: McCrarys (Liza, Ericka, Christina, Lillian & James) v. Newkirks",CG,,McCrarys ,Newkirks,"['(Liza, Ericka, Christina, Lillian & James)']",
1953,“Family Feud” 11/15/12,Standard,2012-11-15,"G1: Hartleys (Marilyn, Linda, Andrew, Rich & Chris) v. Franchinas",G1,,Hartleys ,Franchinas,"['(Marilyn, Linda, Andrew, Rich & Chris)']",
1954,“Family Feud” 11/15/12,Standard,2012-11-15,"G2: Frenchs (Angie, Bert, Brian, Sam & Bert Sr.) v. Newkirks",G2,,Frenchs ,Newkirks,"['(Angie, Bert, Brian, Sam & Bert Sr.)']",
1955,“Family Feud” 11/14/12,Standard,2012-11-14,"G1: Williamses (Latanza, Solomon, Alanna, Itanza & Thawoaner) v. Franchinas",G1,,Williamses ,Franchinas,"['(Latanza, Solomon, Alanna, Itanza & Thawoaner)']",
1956,“Family Feud” 11/14/12,Standard,2012-11-14,"G2: Browns (Dawn, Naomi, Ron, Celina & Nathan) v. Newkirks",G2,,Browns ,Newkirks,"['(Dawn, Naomi, Ron, Celina & Nathan)']",
1957,“Family Feud” 11/13/12,Standard,2012-11-13,"G1: Martins v. Franchinas (Diann, Nicole, Angelo, Natalie & Jackie)",G1,,Martins,Franchinas ,,"['(Diann, Nicole, Angelo, Natalie & Jackie)']"
1958,“Family Feud” 11/13/12,Standard,2012-11-13,"G2: Bridgeses (Grady, Davelle, Tommy, Jalon & Lorie) v. Newkirks",G2,,Bridgeses ,Newkirks,"['(Grady, Davelle, Tommy, Jalon & Lorie)']",
1959,“Family Feud” 10/11/11,Standard,2011-10-11,"G2: Stewarts v. Frittses (Jason, Chad, Michele, Christina & Stacy)",G2,,Stewarts,Frittses ,,"['(Jason, Chad, Michele, Christina & Stacy)']"
1960,“Family Feud” 10/10/11,Standard,2011-10-10,"G2: Stewarts (Felicia, Darryl, Al, Eric & Kandice) v. Forsythes",G2,,Stewarts ,Forsythes,"['(Felicia, Darryl, Al, Eric & Kandice)']",
1961,“Family Feud” 3/1/12,Standard,2012-03-01,"G2: Karapetians (Joe, Sylvia, Nick, Ani & Taline) v. Singers",G2,,Karapetians ,Singers,"['(Joe, Sylvia, Nick, Ani & Taline)']",
1962,“Family Feud” 2/28/12 Nightcap,Standard,2012-02-28,"M-U: Malloys (Jeannie, Danny, Harry, Jessica & Annemarie) v. Singers",M-U,,Malloys ,Singers,"['(Jeannie, Danny, Harry, Jessica & Annemarie)']",
1963,“Family Feud” 11/12/12,Standard,2012-11-12,"G1: Martins v. Latimores (Hadiya, Amber, Craig, Allison & Kennan)",G1,,Martins,Latimores ,,"['(Hadiya, Amber, Craig, Allison & Kennan)']"
